year,HaFlood23,permit,trsFields,Water23,KgAIPest,nWater23,nRSimages23,FieldSizeHa,KgHaAIPest,KgHaAIInsectOnly,KgHaAIHerbOnly,KgHaAIInsectFung,KgHaAIFungOnly,MonthActive,TotActiveHaK,MonthMinWater23,DayActive,Month_wOffset,ihsKgHaAIInsectOnly100,ihsKgHaAIHerbOnly100,ihsKgHaAIInsectFung100,ihsKgHaAIFungOnly100,commShort,rcommShort,FarmSizeHa,NearFloodAreaMean,NearFloodAreaMax,Precip_mm
2021,.54,1500007,"31S29E27",0,6347.158,27,27,15.17572,418.2442,.5647839,5.747899,0,11.7717,12,40.10204,1,335,12.1,4.7270836,7.0471525,0,7.7640158,"CARROT","CARROT",886.6671,4.713333,9.36,139.5
2021,.54,1500007,"31S29E27",0,4614.972,27,27,15.17572,304.1023,1.252369,13.8186,0,10.89017,12,40.10204,1,335,12.1,5.5233702,7.9243333,0,7.6861783,"POTATO","POTATO",886.6671,5.418,9.36,139.5
2022,.45,1500007,"31S29E27",0,0,1,27,30.35145,0,0,0,0,0,11,23.60613,8,332,10.9,0,0,0,0,"CARROT","CARROT",917.0185,4.713333,9.36,90.7
2022,.54,1500007,"31S29E27",0,0,27,27,30.35145,0,0,0,0,0,11,23.60613,1,332,10.9,0,0,0,0,"WHEAT","WHEAT",917.0185,,,90.7
2023,.45,1500007,"31S29E27",0,437.9858,1,27,30.35145,14.43047,2.953305,2.600704,0,4.972505,11,51.22422,8,334,11.1,6.381245,6.2541033,0,6.9022422,"TOMATO PROCESS","TOMATO PROCESS",886.6671,4.713333,9.36,273.3
2019,.27,1500007,"31S29E27",0,368.2359,27,27,30.35145,12.1324,0,1.823113,1.781685,4.629725,1,188.8055,1,351,1.1,0,5.8988705,5.8758845,6.8308161,"CARROT","CARROT",1118.147,4.79,9.54,266.3
2020,0,1500007,"31S29E27",0,489.9032,0,27,28.32802,17.29395,.0243594,8.522679,0,0,10,29.36573,,293,10.1,1.6231725,7.4410485,0,0,"ALMOND","ALMOND",884.4413,5.026667,10.08,144.7
2021,0,1500007,"31S29E27",0,239.4849,0,27,28.32802,8.453995,0,3.552515,0,0,12,40.10204,,335,12.1,0,6.5659751,0,0,"ALMOND","ALMOND",886.6671,5.026667,10.08,139.5
2022,0,1500007,"31S29E27",0,1395.709,0,27,28.32802,49.26957,35.94714,8.115952,0,.4988452,11,23.60613,,332,10.9,8.880367,7.3921493,0,4.6029583,"ALMOND","ALMOND",917.0185,5.026667,10.08,90.7
2023,0,1500007,"31S29E27",0,408.1137,0,27,28.32802,14.40672,.7446547,11.69307,0,.3860077,11,51.22422,,334,11.1,5.0035278,7.7573142,0,4.3465871,"ALMOND","ALMOND",886.6671,5.026667,10.08,273.3
2019,0,1500007,"31S29E27",0,323.45,0,27,28.32802,11.41802,0,2.738162,0,4.781987,1,188.8055,,351,1.1,0,6.3056077,0,6.8631745,"CARROT","CARROT",1118.147,5.026667,10.08,266.3
2020,0,1500007,"31S29E27",0,440.0508,0,27,15.17572,28.99702,.9366844,7.436106,0,8.930605,10,29.36573,,293,10.1,5.232937,7.3046651,0,7.4878018,"CARROT","CARROT",884.4413,7.77,17.01,144.7
2020,0,1500007,"31S29E27",0,492.2475,0,27,15.17572,32.43651,.911351,21.49306,0,7.814561,10,29.36573,,293,10.1,5.2055202,8.3660475,0,7.3543066,"POTATO","POTATO",884.4413,7.77,17.01,144.7
2021,0,1500007,"31S29E27",0,0,0,27,30.35145,0,0,0,0,0,12,40.10204,,335,12.1,0,0,0,0,"WHEAT","WHEAT",886.6671,7.83,16.92,139.5
2022,0,1500007,"31S29E27",0,98.89641,0,27,30.35145,3.258375,.8216529,2.154133,0,.2825895,11,23.60613,,332,10.9,5.1019172,6.065711,0,4.0348703,"SWEET POTATO","SWEET POTATO",917.0185,7.83,16.92,90.7
2023,0,1500007,"31S29E27",0,437.9858,0,27,15.17572,28.86094,5.90661,5.201408,0,9.94501,11,51.22422,,334,11.1,7.0743901,6.9472477,0,7.5953886,"TOMATO PROCESS","TOMATO PROCESS",886.6671,7.83,16.92,273.3
2023,0,1500007,"31S29E27",0,0,0,27,15.17572,0,0,0,0,0,11,51.22422,,334,11.1,0,0,0,0,"SWEET POTATO","SWEET POTATO",886.6671,7.83,16.92,273.3
2019,0,1500007,"31S29E27",0,1521.978,0,27,30.35145,50.14513,.9971972,2.153425,0,.2330529,1,188.8055,,351,1.1,5.2955358,6.0653825,0,3.8422875,"SWEET POTATO","SWEET POTATO",1118.147,7.77,17.01,266.3
2021,0,1500007,"31S29E27",0,98.65722,0,27,30.35145,3.250494,.9065113,2.153501,0,.1904819,12,40.10204,,335,12.1,5.200196,6.0654178,0,3.6408075,"SWEET POTATO","SWEET POTATO",886.6671,8.213333,23.04,139.5
2022,0,1500007,"31S29E27",0,437.9143,0,27,30.35145,14.42812,2.714014,2.485977,0,5.324169,11,23.60613,,332,10.9,6.2967496,6.2089871,0,6.9705748,"TOMATO PROCESS","TOMATO PROCESS",917.0185,8.213333,23.04,90.7
2023,0,1500007,"31S29E27",0,472.4466,0,27,30.35145,15.56587,2.953305,3.736099,0,4.972505,11,51.22422,,334,11.1,6.381245,6.6163611,0,6.9022422,"TOMATO PROCESS","TOMATO PROCESS",886.6671,8.213333,23.04,273.3
2019,0,1500007,"31S29E27",0,6535.646,0,27,30.35145,215.3322,.0558656,3.16473,1.781685,8.613019,7,5.234577,,199,7.1,2.4214273,6.4503877,5.8758845,7.4515926,"CARROT","CARROT",1118.147,8.213333,23.04,266.3
2019,0,1500007,"31S29E27",0,451.5921,0,27,30.35145,14.87876,.400379,5.634237,0,4.882454,1,188.8055,,351,1.1,4.3831296,7.0271799,0,6.8839665,"POTATO","POTATO",1118.147,10.395,23.04,266.3
2020,0,1500007,"31S29E27",0,0,0,27,30.35145,0,0,0,0,0,10,29.36573,,293,10.1,0,0,0,0,"WHEAT","WHEAT",884.4413,8.213333,23.04,144.7
2020,0,1500007,"31S29E28",0,368.6661,0,27,30.35145,12.14657,0,0,12.08276,0,10,29.36573,,293,10.1,0,0,7.7900968,0,"GRAPE, WINE","GRAPE, WINE",884.4413,6.203333,8.64,144.5
2021,0,1500007,"31S29E28",0,3311.31,0,27,30.35145,109.0989,.0531878,0,108.7448,0,12,40.10204,,335,12.1,2.3731135,0,9.9873211,0,"GRAPE, WINE","GRAPE, WINE",886.6671,6.203333,8.64,136.7
2022,0,1500007,"31S29E28",0,2205.866,0,27,30.35145,72.67744,.0850298,0,72.49653,0,11,23.60613,,332,10.9,2.8370044,0,9.581856,0,"GRAPE, WINE","GRAPE, WINE",917.0185,6.203333,8.64,95.3
2023,0,1500007,"31S29E28",0,1920.838,0,27,30.35145,63.28653,.3652119,0,62.61064,0,11,51.22422,,334,11.1,4.2912273,0,9.4352526,0,"GRAPE, WINE","GRAPE, WINE",886.6671,6.203333,8.64,252.5
2019,0,1500007,"31S29E28",0,400.0627,0,27,30.35145,13.18101,.0058878,0,12.9731,0,1,188.8055,,351,1.1,.55918122,0,7.8611956,0,"GRAPE, WINE","GRAPE, WINE",1118.147,6.203333,8.64,257.4
2020,.09,1500007,"31S29E28",0,0,1,27,15.37807,0,0,0,0,0,10,29.36573,2,293,10.1,0,0,0,0,"GRAPE, WINE","GRAPE, WINE",884.4413,7.273334,11.25,144.5583
2021,.09,1500007,"31S29E28",0,1673.469,1,27,15.37807,108.8218,.0770141,0,108.7448,0,12,40.10204,2,335,12.1,2.7387399,0,9.9873212,0,"GRAPE, WINE","GRAPE, WINE",886.6671,7.273334,11.25,137.5168
2022,.09,1500007,"31S29E28",0,1116.514,1,27,15.37807,72.60431,.1077785,0,72.49653,0,11,23.60613,2,332,10.9,3.0727855,0,9.581856,0,"GRAPE, WINE","GRAPE, WINE",917.0185,7.273334,11.25,93.95816
2023,.09,1500007,"31S29E28",0,964.4151,1,27,15.37807,62.71367,.1030296,0,62.61064,0,11,51.22422,2,334,11.1,3.0279256,0,9.4352526,0,"GRAPE, WINE","GRAPE, WINE",886.6671,7.273334,11.25,258.5674
2019,.09,1500007,"31S29E28",0,185.8094,1,27,15.37807,12.08276,0,0,12.08276,0,1,188.8055,2,351,1.1,0,0,7.7900968,0,"GRAPE, WINE","GRAPE, WINE",1118.147,7.273334,11.25,259.9962
2020,0,1500007,"31S29E28",0,207.3255,0,27,15.37807,13.4819,0,4.25028,0,0,10,29.36573,,293,10.1,0,6.7453037,0,0,"ALMOND","ALMOND",884.4413,4.056667,6.3,144.5552
2021,0,1500007,"31S29E28",0,150.9196,0,27,15.37807,9.813952,.2319273,5.879947,0,.4952384,12,40.10204,,335,12.1,3.8374505,7.0698658,0,4.5957032,"ALMOND","ALMOND",886.6671,4.056667,6.3,137.4731
2022,0,1500007,"31S29E28",0,732.7906,0,27,15.37807,47.65167,35.94714,8.066721,0,.4988251,11,23.60613,,332,10.9,8.880367,7.3860649,0,4.6029182,"ALMOND","ALMOND",917.0185,4.056667,6.3,94.02999
2023,0,1500007,"31S29E28",0,196.6805,0,27,15.37807,12.78967,.6977459,8.566929,0,.3860205,11,51.22422,,334,11.1,4.9384684,7.446227,0,4.3466202,"ALMOND","ALMOND",886.6671,4.056667,6.3,258.2426
2019,0,1500007,"31S29E28",0,138.7368,0,27,15.37807,9.021729,.0041294,5.849316,0,0,1,188.8055,,351,1.1,.40202696,7.0646429,0,0,"ALMOND","ALMOND",1118.147,4.056667,6.3,259.8572
2020,0,1500007,"31S29E28",0,369.0889,0,27,30.35145,12.1605,0,0,12.08276,0,10,29.36573,,293,10.1,0,0,7.7900968,0,"GRAPE, WINE","GRAPE, WINE",884.4413,3.766667,9,144.5
2021,0,1500007,"31S29E28",0,2946.394,0,27,30.35145,97.0759,.0531878,0,96.66204,0,12,40.10204,,335,12.1,2.3731135,0,9.8695382,0,"GRAPE, WINE","GRAPE, WINE",886.6671,3.766667,9,136.7
2022,0,1500007,"31S29E28",0,2206.289,0,27,30.35145,72.69138,.0850298,0,72.49653,0,11,23.60613,,332,10.9,2.8370044,0,9.581856,0,"GRAPE, WINE","GRAPE, WINE",917.0185,3.766667,9,95.3
2023,0,1500007,"31S29E28",0,1915.288,0,27,30.35145,63.10369,.3652119,0,62.61064,0,11,51.22422,,334,11.1,4.2912273,0,9.4352526,0,"GRAPE, WINE","GRAPE, WINE",886.6671,3.766667,9,252.5
2019,0,1500007,"31S29E28",0,400.0627,0,27,30.35145,13.18101,.0058878,0,12.9731,0,1,188.8055,,351,1.1,.55918122,0,7.8611956,0,"GRAPE, WINE","GRAPE, WINE",1118.147,3.766667,9,257.4
2020,0,1500007,"31S29E28",0,590.5393,0,27,48.56232,12.16044,0,0,12.08275,0,10,29.36573,,293,10.1,0,0,7.7900967,0,"GRAPE, WINE","GRAPE, WINE",884.4413,7.326667,13.23,144.6523
2021,0,1500007,"31S29E28",0,4712.801,0,27,48.56232,97.04646,.0532097,0,96.66203,0,12,40.10204,,335,12.1,2.3735172,0,9.869538,0,"GRAPE, WINE","GRAPE, WINE",886.6671,7.326667,13.23,138.8321
2022,0,1500007,"31S29E28",0,3529.887,0,27,48.56232,72.68777,.0828078,0,72.49653,0,11,23.60613,,332,10.9,2.8107104,0,9.581856,0,"GRAPE, WINE","GRAPE, WINE",917.0185,7.326667,13.23,91.79722
2023,0,1500007,"31S29E28",0,3064.077,0,27,48.56232,63.09576,.3626123,0,62.61064,0,11,51.22422,,334,11.1,4.2840864,0,9.4352526,0,"GRAPE, WINE","GRAPE, WINE",886.6671,7.326667,13.23,268.3387
2019,0,1500007,"31S29E28",0,636.731,0,27,48.56232,13.11163,0,0,12.97333,0,1,188.8055,,351,1.1,0,0,7.8612131,0,"GRAPE, WINE","GRAPE, WINE",1118.147,7.326667,13.23,264.1771
2020,0,1500007,"31S29E28",0,590.6364,0,27,15.37807,38.40771,36.1489,0,0,.6177945,10,29.36573,,293,10.1,8.8859639,0,0,4.8167834,"ALMOND","ALMOND",884.4413,6.886667,14.76,144.5562
2021,0,1500007,"31S29E28",0,123.2585,0,27,15.37807,8.015215,.1215679,5.879947,0,.3726824,12,40.10204,,335,12.1,3.1927224,7.0698658,0,4.3114686,"ALMOND","ALMOND",886.6671,6.886667,14.76,137.4875
2022,0,1500007,"31S29E28",0,729.9645,0,27,15.37807,47.4679,35.83678,8.115861,0,.3762691,11,23.60613,,332,10.9,8.8772923,7.3921381,0,4.3210433,"ALMOND","ALMOND",917.0185,6.886667,14.76,94.00625
2023,0,1500007,"31S29E28",0,200.9196,0,27,15.37807,13.06534,.5873865,8.566929,0,.772041,11,51.22422,,334,11.1,4.7663175,7.446227,0,5.0396416,"ALMOND","ALMOND",886.6671,6.886667,14.76,258.35
2019,0,1500007,"31S29E28",0,123.1452,0,27,15.37807,8.007845,.1113154,5.800176,0,.4553362,1,188.8055,,351,1.1,3.1049409,7.0562063,0,4.5117186,"ALMOND","ALMOND",1118.147,6.886667,14.76,259.9031
2020,0,1500007,"31S29E28",0,1122.986,0,27,30.35145,36.99941,36.25883,0,0,.7405735,10,29.36573,,293,10.1,8.8890005,0,0,4.9980326,"ALMOND","ALMOND",884.4413,8.03,14.94,144.7
2021,0,1500007,"31S29E28",0,313.7891,0,27,30.35145,10.33852,.7065221,5.92901,0,.4953317,12,40.10204,,335,12.1,4.9509667,7.0781754,0,4.5958916,"ALMOND","ALMOND",886.6671,8.03,14.94,139.5
2022,0,1500007,"31S29E28",0,1444.768,0,27,30.35145,47.60127,35.94709,8.017884,0,.4988526,11,23.60613,,332,10.9,8.8803655,7.3799924,0,4.6029733,"ALMOND","ALMOND",917.0185,8.03,14.94,90.7
2023,0,1500007,"31S29E28",0,338.2538,0,27,30.35145,11.14457,.2218105,8.566615,0,.7719991,11,51.22422,,334,11.1,3.792893,7.4461904,0,5.0395875,"ALMOND","ALMOND",886.6671,8.03,14.94,273.3
2019,0,1500007,"31S29E28",0,161.9549,0,27,30.35145,5.335986,.6674763,1.912249,0,1.189982,1,188.8055,,351,1.1,4.894122,5.9466042,0,5.4722735,"ALMOND","ALMOND",1118.147,8.03,14.94,266.3
2020,0,1500007,"31S29E29",0,2319.212,0,27,60.7029,38.20596,36.02152,0,0,.6178495,10,29.36573,,293,10.1,8.8824339,0,0,4.8168724,"ALMOND","ALMOND",884.4413,7.643333,10.44,144.5
2021,0,1500007,"31S29E29",0,779.2875,0,27,60.7029,12.83773,.1215486,5.879947,0,.4952659,12,40.10204,,335,12.1,3.1925644,7.0698658,0,4.5957588,"ALMOND","ALMOND",886.6671,7.643333,10.44,136.7
2022,0,1500007,"31S29E29",0,2882.878,0,27,60.7029,47.4916,35.8368,8.017884,0,.4988437,11,23.60613,,332,10.9,8.8772928,7.3799924,0,4.6029553,"ALMOND","ALMOND",917.0185,7.643333,10.44,95.3
2023,0,1500007,"31S29E29",0,881.0409,0,27,60.7029,14.51398,.4595759,10.12981,0,.7719991,11,51.22422,,334,11.1,4.5209846,7.6138004,0,5.0395875,"ALMOND","ALMOND",886.6671,7.643333,10.44,252.5
2019,0,1500007,"31S29E29",0,917.8775,0,27,60.7029,15.12082,.4774129,5.800176,0,1.190085,1,188.8055,,351,1.1,4.5590534,7.0562063,0,5.4723601,"ALMOND","ALMOND",1118.147,7.643333,10.44,257.4
2020,0,1500007,"31S29E33",0,2304.805,0,27,60.7029,37.96861,35.78418,0,0,.6178495,10,29.36573,,293,10.1,8.8758231,0,0,4.8168724,"ALMOND","ALMOND",884.4413,7.06,15.12,144.53
2021,0,1500007,"31S29E33",0,722.203,0,27,60.7029,11.89734,.7477445,5.879947,0,.4952659,12,40.10204,,335,12.1,5.0076682,7.0698658,0,4.5957588,"ALMOND","ALMOND",886.6671,7.06,15.12,137.1201
2022,0,1500007,"31S29E33",0,2978.104,0,27,60.7029,49.06032,35.8368,8.017884,0,.4988437,11,23.60613,,332,10.9,8.8772928,7.3799924,0,4.6029553,"ALMOND","ALMOND",917.0185,7.06,15.12,94.60976
2023,0,1500007,"31S29E33",0,866.6291,0,27,60.7029,14.27657,.2218628,10.12981,0,.7719991,11,51.22422,,334,11.1,3.7931286,7.6138004,0,5.0395875,"ALMOND","ALMOND",886.6671,7.06,15.12,255.6211
2019,0,1500007,"31S29E33",0,463.9059,0,27,60.7029,7.642235,.1114965,1.96126,0,.8706434,1,188.8055,,351,1.1,3.1065601,5.9719111,0,5.1598275,"ALMOND","ALMOND",1118.147,7.06,15.12,258.7355
2020,.18,1500007,"31S29E33",1,6245.65,23,27,15.17572,411.5553,.9366844,6.320428,0,8.930605,10,29.36573,1,293,10.1,5.232937,7.1421049,0,7.4878018,"CARROT","CARROT",884.4413,9.936666,26.01,144.7
2020,.18,1500007,"31S29E33",1,585.0298,23,27,15.17572,38.55037,.8888855,32.23447,0,5.299376,10,29.36573,1,293,10.1,5.1805622,8.7713537,0,6.9659073,"POTATO","POTATO",884.4413,9.936666,26.01,144.7
2021,.18,1500007,"31S29E33",0,0,23,27,30.35145,0,0,0,0,0,12,40.10204,1,335,12.1,0,0,0,0,"WHEAT","WHEAT",886.6671,9.936666,26.01,139.5
2022,.18,1500007,"31S29E33",0,131.889,23,27,30.35145,4.345395,1.879043,2.154133,0,.2825895,11,23.60613,1,332,10.9,5.9290869,6.065711,0,4.0348703,"SWEET POTATO","SWEET POTATO",917.0185,9.936666,26.01,90.7
2023,.18,1500007,"31S29E33",0,0,23,27,15.17572,0,0,0,0,0,11,51.22422,1,334,11.1,0,0,0,0,"WHEAT","WHEAT",886.6671,9.936666,26.01,273.3
2023,.18,1500007,"31S29E33",0,45.96831,23,27,15.17572,3.029069,0,2.6775,0,.3515688,11,51.22422,1,334,11.1,0,6.2832043,0,4.2531696,"CARROT","CARROT",886.6671,9.936666,26.01,273.3
2019,.18,1500007,"31S29E33",0,0,23,27,30.35145,0,0,0,0,0,1,188.8055,1,351,1.1,0,0,0,0,"INDUSTRIAL HEMP","INDUSTRIAL HEMP",1118.147,9.936666,26.01,266.3
2019,0,1500010,"31S29E19",0,351.6939,0,27,14.5687,24.14038,2.7346,3.331645,4.47443,11.98236,1,188.8055,,340,1.1,6.3043057,6.5017859,6.7966976,7.7817527,"GRAPE","GRAPE",126.262,16.02667,21.6,263.9
2020,0,1500010,"31S29E19",0,462.0317,0,27,14.5687,31.714,1.724455,6.7326,16.36888,.7056131,1,113.3868,,2,1.1,5.8432365,7.2052793,8.0936995,4.9496794,"GRAPE","GRAPE",123.0246,16.02667,21.6,147.5
2021,0,1500010,"31S29E19",0,199.6597,0,27,14.5687,13.7047,2.288936,4.843837,3.685352,.5867609,1,128.7666,,1,1.1,6.1264093,6.8760257,6.6026853,4.7652522,"GRAPE","GRAPE",123.0246,16.02667,21.6,140.9
2022,0,1500010,"31S29E19",0,16.80411,0,27,14.5687,1.15344,.5653632,.5880764,0,0,1,130.1414,,1,.9,4.7281087,4.7674912,0,0,"GRAPE","GRAPE",123.0246,16.02667,21.6,96.6
2023,0,1500010,"31S29E19",0,249.8893,0,27,14.5687,17.15248,2.402629,4.935123,6.366424,.6810199,1,132.5496,,1,1.1,6.1748851,6.894696,7.1493558,4.9142075,"GRAPE","GRAPE",123.0246,16.02667,21.6,262
2019,0,1500010,"31S29E19",0,217.2313,0,27,8.09372,26.83949,2.810061,5.042646,5.720814,11.6508,1,188.8055,,340,1.1,6.3315266,6.9162493,7.0424293,7.7536923,"GRAPE","GRAPE",126.262,26.27333,32.04,263.9
2020,0,1500010,"31S29E19",0,232.7109,0,27,8.09372,28.75203,2.172346,6.732581,5.70288,11.76257,1,113.3868,,2,1.1,6.0741303,7.2052765,7.0392895,7.7632397,"GRAPE","GRAPE",123.0246,26.27333,32.04,147.5
2021,0,1500010,"31S29E19",0,159.8104,0,27,8.09372,19.74499,3.190772,8.426996,4.689633,.5812157,1,128.7666,,1,1.1,6.4585828,7.4297581,6.8436728,4.755758,"GRAPE","GRAPE",123.0246,26.38333,32.04,140.9
2022,0,1500010,"31S29E19",0,115.6593,0,27,8.09372,14.29,2.825275,5.498215,4.689633,.5884364,1,130.1414,,1,.9,6.3369263,7.0027416,6.8436728,4.7681032,"GRAPE","GRAPE",123.0246,26.38333,32.04,96.6
2023,0,1500010,"31S29E19",0,142.7582,0,27,8.09372,17.63814,2.825192,4.935703,6.366424,.6958748,1,132.5496,,1,1.1,6.3368968,6.8948135,7.1493558,4.9357835,"GRAPE","GRAPE",123.0246,26.38333,32.04,262
2019,0,1500010,"31S29E19",0,212.8441,0,27,8.09372,26.29744,2.26855,5.042646,5.595279,11.77549,1,188.8055,,340,1.1,6.1174633,6.9162493,7.0202414,7.7643378,"GRAPE","GRAPE",126.262,35.24667,41.31,263.9
2020,0,1500010,"31S29E19",0,210.0347,0,27,8.09372,25.95033,2.268336,5.032144,15.58877,.7065867,1,113.3868,,2,1.1,6.1173689,6.9141644,8.0448682,4.951058,"GRAPE","GRAPE",123.0246,35.24667,41.31,147.5
2021,0,1500010,"31S29E19",0,129.24,0,27,8.09372,15.96794,2.370451,4.844245,5.586312,.8516049,1,128.7666,,1,1.1,6.1614019,6.8761098,7.0186375,5.1377192,"GRAPE","GRAPE",123.0246,35.32,41.4,140.9
2022,0,1500010,"31S29E19",0,124.49,0,27,8.09372,15.38107,2.371331,5.498215,5.693914,.5884364,1,130.1414,,1,.9,6.1617734,7.0027416,7.0377161,4.7681032,"GRAPE","GRAPE",123.0246,35.32,41.4,96.6
2023,0,1500010,"31S29E19",0,126.5671,0,27,8.09372,15.63769,2.283682,4.935703,4.689633,.8524348,1,132.5496,,1,1.1,6.1241111,6.8948135,6.8436728,5.1386932,"GRAPE","GRAPE",123.0246,35.32,41.4,262
2019,0,1500010,"31S29E19",0,462.4583,0,27,16.18744,28.56896,2.722494,5.027921,6.590593,11.64967,1,188.8055,,340,1.1,6.2998693,6.913325,7.1839613,7.7535954,"GRAPE","GRAPE",126.262,42.55333,49.59,263.9
2020,0,1500010,"31S29E19",0,491.2879,0,27,16.18744,30.34994,2.172346,6.732605,6.590593,11.6508,1,113.3868,,2,1.1,6.0741303,7.20528,7.1839613,7.7536927,"GRAPE","GRAPE",123.0246,42.55333,49.59,147.5
2021,0,1500010,"31S29E19",0,459.7247,0,27,16.18744,28.40009,2.736828,4.843585,6.590593,11.6508,1,128.7666,,1,1.1,6.3051204,6.8759735,7.1839613,7.7536927,"GRAPE","GRAPE",123.0246,42.54,49.59,140.9
2022,0,1500010,"31S29E19",0,279.3162,0,27,16.18744,17.25512,2.737709,5.497016,6.698195,.6958151,1,130.1414,,1,.9,6.3054422,7.0025236,7.2001559,4.9356977,"GRAPE","GRAPE",123.0246,42.54,49.59,96.6
2023,0,1500010,"31S29E19",0,475.9148,0,27,16.18744,29.40025,2.737626,4.934972,6.698195,11.75616,1,132.5496,,1,1.1,6.3054117,6.8946654,7.2001559,7.7626948,"GRAPE","GRAPE",123.0246,42.54,49.59,262
2019,0,1500010,"31S29E19",0,413.6074,0,27,14.5687,28.39015,2.722494,4.84986,6.590593,11.64943,1,188.8055,,340,1.1,6.2998693,6.8772682,7.1839613,7.7535744,"GRAPE","GRAPE",126.262,39.86,45.27,263.9
2020,0,1500010,"31S29E19",0,439.5213,0,27,14.5687,30.16888,2.172346,6.550298,6.590593,11.65093,1,113.3868,,2,1.1,6.0741303,7.1778286,7.1839613,7.7537033,"GRAPE","GRAPE",123.0246,39.86,45.27,147.5
2021,0,1500010,"31S29E19",0,413.7693,0,27,14.5687,28.40126,2.736828,4.843837,6.590593,11.65093,1,128.7666,,1,1.1,6.3051202,6.8760257,7.1839613,7.7537033,"GRAPE","GRAPE",123.0246,39.98667,45.36,140.9
2022,0,1500010,"31S29E19",0,251.3979,0,27,14.5687,17.25603,2.737709,5.497927,6.698195,.6957448,1,130.1414,,1,.9,6.3054422,7.0026892,7.200156,4.9355966,"GRAPE","GRAPE",123.0246,39.98667,45.36,96.6
2023,0,1500010,"31S29E19",0,428.5477,0,27,14.5687,29.41565,2.737626,4.935123,6.698195,11.75654,1,132.5496,,1,1.1,6.3054117,6.894696,7.200156,7.7627269,"GRAPE","GRAPE",123.0246,39.98667,45.36,262
2019,0,1500010,"31S29E19",0,408.4733,0,27,16.18744,25.23396,2.26855,4.847593,4.582032,11.77323,1,188.8055,,340,1.1,6.1174633,6.8768008,6.8204611,7.7641459,"GRAPE","GRAPE",126.262,32.12,44.37,259.1028
2020,0,1500010,"31S29E19",0,408.1373,0,27,16.18744,25.21321,2.268336,4.849138,15.58877,.7052352,1,113.3868,,2,1.1,6.1173689,6.8771194,8.0448682,4.9491437,"GRAPE","GRAPE",123.0246,32.12,44.37,146.3734
2021,0,1500010,"31S29E19",0,231.8177,0,27,16.18744,14.32084,2.282884,4.843585,4.582032,.8497764,1,128.7666,,1,1.1,6.1237619,6.8759735,6.8204611,5.13557,"GRAPE","GRAPE",123.0246,32.12,44.37,138.8076
2022,0,1500010,"31S29E19",0,239.8685,0,27,16.18744,14.81819,2.371331,5.497016,5.693914,.5870825,1,130.1414,,1,.9,6.1617734,7.0025236,7.0377161,4.7658,"GRAPE","GRAPE",123.0246,32.12,44.37,95.74248
2023,0,1500010,"31S29E19",0,0,0,27,16.18744,0,0,0,0,0,1,132.5496,,1,1.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",123.0246,32.12,44.37,261.1768
2019,.18,1500010,"31S29E19",0,1532.501,1,27,48.56232,31.55741,2.268551,4.849696,4.582032,17.52562,1,188.8055,8,340,1.1,6.1174635,6.8772344,6.8204611,8.161981,"GRAPE","GRAPE",126.262,33.11667,48.24,260.1418
2022,0,1500010,"31S29E19",0,223.0069,0,27,13.75932,16.2077,2.283807,5.497177,6.366424,.902851,1,130.1414,,1,.9,6.1241658,7.0025529,7.1493559,5.1961502,"GRAPE","GRAPE",123.0246,32.82333,48.15,95.56143
2023,0,1500010,"31S29E19",0,197.2324,0,27,13.75932,14.33446,2.283723,4.934588,4.689633,.6811075,1,132.5496,,1,1.1,6.1241292,6.8945876,6.8436729,4.9143361,"GRAPE","GRAPE",123.0246,32.82333,48.15,261.003
2020,.18,1500010,"31S29E19",1,518.3992,1,27,15.37807,33.71029,2.268373,6.550762,4.689633,17.28229,1,113.3868,8,2,1.1,6.117385,7.1778994,6.8436729,8.1479994,"GRAPE","GRAPE",123.0246,33.12,48.51,144.6118
2021,.18,1500010,"31S29E19",1,319.1062,1,27,15.37807,20.75073,2.282921,4.8443,4.689633,6.601298,1,128.7666,8,1,1.1,6.123778,6.8761212,6.8436729,7.1855843,"GRAPE","GRAPE",123.0246,33.12,48.51,136.8565
2020,0,1500010,"31S29E19",0,463.8032,0,27,13.75932,33.70828,2.268377,6.54978,4.689633,17.28241,1,113.3868,,2,1.1,6.1173869,7.1777495,6.8436729,8.1480064,"GRAPE","GRAPE",123.0246,32.7,47.97,146.1533
2021,0,1500010,"31S29E19",0,58.55259,0,27,13.75932,4.255484,.5655419,3.142884,0,0,1,128.7666,,1,1.1,4.7284246,6.4434606,0,0,"GRAPE","GRAPE",123.0246,32.82333,48.15,138.3659
2020,0,1500010,"31S29E19",0,0,0,27,16.18744,0,0,0,0,0,1,113.3868,,2,1.1,0,0,0,0,"GRAPE","GRAPE",123.0246,32.96667,45.72,147.5
2021,0,1500010,"31S29E19",0,239.9327,0,27,16.18744,14.82215,2.396729,4.843585,4.689633,.5868902,1,128.7666,,1,1.1,6.1724266,6.8759735,6.8436728,4.7654723,"GRAPE","GRAPE",123.0246,32.96667,45.72,140.9
2022,0,1500010,"31S29E19",0,242.9483,0,27,16.18744,15.00844,2.196199,5.858757,5.693914,.5870825,1,130.1414,,1,.9,6.0850506,7.0662555,7.0377161,4.7658,"GRAPE","GRAPE",123.0246,32.96667,45.72,96.6
